Depth (m),Time,Black Carbon (ppb)
104.351,1942.725,1.54
104.356,1942.717,1.74
104.361,1942.709,2.68
104.366,1942.701,2.61
104.372,1942.691,3.69
104.377,1942.683,2.91
104.382,1942.675,2.29
104.387,1942.667,1.84
104.393,1942.658,1.46
104.398,1942.65,1.08
104.403,1942.641,1.07
104.408,1942.633,0.88
104.414,1942.624,0.6
104.419,1942.616,0.5
104.424,1942.608,0.54
104.43,1942.598,0.72
104.435,1942.59,1.05
104.44,1942.582,1.15
104.446,1942.572,0.54
104.451,1942.564,0.44
104.456,1942.556,0.89
104.461,1942.548,1.6
104.467,1942.539,2.64
104.472,1942.531,2.59
104.477,1942.522,2.43
104.483,1942.513,2.29
104.488,1942.505,2.74
104.493,1942.497,2.78
104.499,1942.487,2.78
104.504,1942.479,2.23
104.509,1942.471,1.6
104.515,1942.461,2.62
104.52,1942.453,5.86
104.526,1942.444,6.75
104.531,1942.436,5.59
104.537,1942.426,5.11
104.542,1942.418,5.83
104.548,1942.408,6.72
104.553,1942.4,8.29
104.559,1942.391,6.93
104.564,1942.383,4.97
104.57,1942.373,5.09
104.575,1942.365,6.75
104.581,1942.355,8.77
104.587,1942.346,8.1
104.592,1942.338,8.29
104.598,1942.328,7.98
104.603,1942.32,9.16
104.609,1942.31,12.27
104.614,1942.302,13.12
104.62,1942.293,10.56
104.625,1942.285,7.7
104.63,1942.276,6.08
104.635,1942.268,4.98
104.641,1942.259,5.26
104.646,1942.251,4.59
104.651,1942.243,5.61
104.656,1942.235,5.6
104.662,1942.225,5.93
104.667,1942.217,4.91
104.672,1942.209,4.66
104.677,1942.201,4.28
104.682,1942.193,4.31
104.688,1942.183,3.74
104.693,1942.175,3.01
104.698,1942.167,2.4
104.703,1942.159,1.73
104.709,1942.149,1.6
104.714,1942.141,1.41
104.719,1942.133,1.37
104.724,1942.125,1.43
104.73,1942.116,1.09
104.736,1942.106,1.23
104.741,1942.098,1.15
104.747,1942.088,1.56
104.752,1942.08,1.86
104.758,1942.071,2.1
104.763,1942.063,2.03
104.769,1942.053,1.89
104.774,1942.045,1.94
104.78,1942.035,1.35
104.786,1942.026,1.18
104.791,1942.018,0.69
104.797,1942.008,0.7
104.802,1942,0.65
104.808,1941.991,0.9
104.813,1941.983,1.05
104.819,1941.973,1.11
104.825,1941.964,0.85
104.83,1941.956,0.95
104.836,1941.947,0.83
104.841,1941.939,0.71
104.846,1941.931,0.69
104.851,1941.923,0.71
104.856,1941.915,0.74
104.861,1941.908,0.63
104.867,1941.898,0.86
104.872,1941.89,0.83
104.877,1941.883,0.52
104.882,1941.875,0.39
104.887,1941.867,0.42
104.892,1941.859,0.4
104.898,1941.85,0.67
104.903,1941.842,1.22
104.908,1941.834,1.26
104.913,1941.826,1.75
104.918,1941.818,2.06
104.924,1941.809,2.12
104.929,1941.801,3.34
104.934,1941.793,6.63
104.939,1941.786,9.66
104.944,1941.778,9.26
104.95,1941.768,9.71
104.955,1941.761,12.57
104.96,1941.753,12.47
104.965,1941.745,10.55
104.97,1941.737,7.87
104.976,1941.728,5.72
104.981,1941.72,6.46
104.986,1941.712,6.47
104.991,1941.704,5.13
104.997,1941.695,3.76
105.002,1941.687,3.52
105.007,1941.679,2.77
105.012,1941.671,2.59
105.018,1941.662,2.42
105.023,1941.654,1.75
105.028,1941.646,1.62
105.033,1941.639,2.01
105.038,1941.631,2.8
105.044,1941.621,5.82
105.049,1941.614,10.35
105.055,1941.604,13.27
105.06,1941.596,9.12
105.066,1941.587,5.55
105.071,1941.579,3.76
105.077,1941.57,2.57
105.083,1941.56,1.76
105.088,1941.553,1.25
105.094,1941.543,2.99
105.099,1941.535,21.36
105.105,1941.526,42.95
105.11,1941.518,38.14
105.116,1941.509,28.29
105.121,1941.501,15.91
105.127,1941.492,10.59
105.132,1941.484,8.51
105.138,1941.474,6.63
105.143,1941.467,5.72
105.149,1941.457,5.26
105.155,1941.448,5.48
105.161,1941.438,5.63
105.168,1941.427,5.1
105.174,1941.418,4.33
105.18,1941.409,3.75
105.187,1941.398,3.58
105.193,1941.388,3.39
105.199,1941.379,3.27
105.205,1941.37,4.79
105.212,1941.359,5.11
105.218,1941.349,4.93
105.224,1941.34,4.02
105.231,1941.329,2.87
105.237,1941.32,2.81
105.243,1941.31,3.27
105.25,1941.299,5.01
105.256,1941.29,4.56
105.262,1941.28,4.49
105.269,1941.27,4.51
105.275,1941.26,3.52
105.281,1941.251,3.06
105.285,1941.245,2.41
105.29,1941.237,2.08
105.295,1941.229,1.75
105.3,1941.221,1.42
105.304,1941.215,1.28
105.309,1941.207,0.78
105.314,1941.199,0.84
105.319,1941.191,1.08
105.323,1941.185,1.88
105.328,1941.177,2.32
105.333,1941.169,3.51
105.338,1941.162,6.57
105.342,1941.155,5.54
105.347,1941.148,5.24
105.352,1941.14,4.03
105.357,1941.132,3.54
105.361,1941.126,2.18
105.366,1941.118,1.72
105.371,1941.11,1.34
105.376,1941.102,1.3
105.38,1941.096,1.01
105.385,1941.088,1.14
105.39,1941.08,1.25
105.395,1941.072,1.03
105.4,1941.065,1.25
105.405,1941.057,1.39
105.409,1941.051,1.03
105.414,1941.043,1.4
105.419,1941.035,1.19
105.424,1941.027,1.2
105.429,1941.019,1.04
105.434,1941.011,0.88
105.439,1941.004,0.62
105.443,1940.998,0.6
